12,[564.7824, 71.3288,-55.658 , 63.0871],[0.3816,0.7729,0.9425,0.3538,0.566 ]
3254,[0.,0.,0.,0.],[-0.0242, 0.5698, 0.699 ,-0.0298, 1.0044]
3256,[0.,0.,0.,0.],[ 0.7202, 0.9331,-0.8314,-0.224 , 0.0676]
3258,[0.,0.,0.,0.],[-0.7874, 0.3083,-1.2914,-0.6309, 0.0245]
3274,[0.,0.,0.,0.],[0.4258,0.041 ,0.3211,0.1099,0.3232]
3276,[0.,0.,0.,0.],[0.8895,1.4952,0.2291,0.7603,1.6893]
3278,[0.,0.,0.,0.],[ 0.1629, 4.3721,-0.4146, 0.0382,-0.159 ]
3285,[0.,0.,0.,0.],[0.4976,0.255 ,0.6115,0.2575,0.7657]
3287,[0.,0.,0.,0.],[ 0.8449,-0.5435, 0.4112, 0.1225, 0.7133]
3300,[0.,0.,0.,0.],[ 0.4832, 1.4749, 0.4241,-0.2074, 1.4897]
3301,[0.,0.,0.,0.],[-0.0615,-1.1483, 1.5508,-0.43  , 0.207 ]
3302,[0.,0.,0.,0.],[-0.4125,-0.0339,-1.0225,-0.3864,-0.0557]
3310,[0.,0.,0.,0.],[ 0.0196,-0.7839, 0.4215,-0.5507,-0.0085]
3312,[0.,0.,0.,0.],[ 0.0087, 1.0584,-0.3753,-0.5092, 0.8077]
3314,[0.,0.,0.,0.],[-0.4693, 0.6317,-0.9072,-0.5001,-0.6571]
3320,[0.,0.,0.,0.],[-0.1508, 0.5569,-0.4715,-0.4047, 0.2877]
3321,[0.,0.,0.,0.],[ 0.4406,-0.0536, 1.7043,-0.3034, 1.396 ]
3323,[0.,0.,0.,0.],[-0.7471,-0.5379,-0.0218,-0.8421,-0.7416]
3332,[0.,0.,0.,0.],[0.0614,0.1201,0.2098,0.3423,0.7213]
3334,[0.,0.,0.,0.],[ 0.2286, 0.3101,-0.7432, 0.2119, 0.479 ]
3341,[0.,0.,0.,0.],[ 0.1694, 0.3787,-0.0381, 0.1093, 0.5892]
3343,[0.,0.,0.,0.],[ 0.1175,-0.8387, 2.0527,-0.1504, 1.0776]
3345,[0.,0.,0.,0.],[-0.2663,-1.2015, 1.0941,-0.1306,-0.3001]
3352,[0.,0.,0.,0.],[ 0.0436,-0.3685, 0.3857,-0.2046,-0.0516]
3354,[0.,0.,0.,0.],[1.2193,0.2641,0.3653,0.9933,1.0433]
3356,[0.,0.,0.,0.],[-0.0464, 2.4998,-0.7004,-0.1218,-0.0045]
3363,[0.,0.,0.,0.],[1.2613,0.3123,0.868 ,0.6942,0.4705]
3365,[0.,0.,0.,0.],[-0.0314,-0.8602, 1.5533, 0.5092, 0.5826]
3367,[0.,0.,0.,0.],[-0.9332,-1.3782, 0.9018, 0.3726,-0.2928]
3374,[0.,0.,0.,0.],[ 0.2239,-0.1155, 0.6689, 0.0047, 0.5313]
3376,[0.,0.,0.,0.],[1.2966,1.1427,0.343 ,1.128 ,0.5396]
3378,[0.,0.,0.,0.],[-0.1104, 3.1078,-0.5827,-0.2159, 0.6991]
3379,[0.,0.,0.,0.],[ 0.1032,-0.0197,-1.1391, 0.4887,-0.5201]
3383,[0.,0.,0.,0.],[0.3755,0.4322,0.2099,0.1138,0.3471]
3385,[0.,0.,0.,0.],[ 0.7575,-0.0193, 1.1419, 0.8116, 0.5601]
3387,[0.,0.,0.,0.],[-0.207 ,-0.8407, 1.6111, 1.5655, 0.0967]
3389,[0.,0.,0.,0.],[-0.3282,-0.9798, 2.0473,-0.7419, 0.3961]
3398,[0.,0.,0.,0.],[-0.1358, 1.451 ,-0.5848, 0.149 ,-0.488 ]
3399,[0.,0.,0.,0.],[-5.054 ,-4.0839,-5.1993,-3.1368,-5.042 ]
3400,[0.,0.,0.,0.],[ 0.3141, 1.7421, 0.5462,-0.0614, 2.2872]
3401,[0.,0.,0.,0.],[-0.1633,-1.1464, 0.7374,-0.4121, 0.0549]
3402,[0.,0.,0.,0.],[-0.0522, 0.8626,-1.0566,-0.326 , 0.1943]
3410,[0.,0.,0.,0.],[-0.0031,-0.5684, 1.3825,-0.734 , 0.3351]
3412,[0.,0.,0.,0.],[ 0.4664, 0.6012,-0.3649,-0.2343, 1.2114]
3414,[0.,0.,0.,0.],[-0.4748, 0.9122,-1.1979,-0.3647,-0.385 ]
3420,[0.,0.,0.,0.],[-0.289 , 1.3103,-0.3604,-0.3982, 0.9011]
3421,[0.,0.,0.,0.],[ 1.3503,-0.4255, 0.7104, 0.4914, 1.7381]
3423,[0.,0.,0.,0.],[-0.6531,-0.6866,-0.1417,-0.2834,-1.0519]
3434,[0.,0.,0.,0.],[ 1.5764, 1.861 ,-0.463 , 0.1962, 0.356 ]
3436,[0.,0.,0.,0.],[-0.0978, 0.1742,-0.8566,-0.5198,-0.5034]
3438,[0.,0.,0.,0.],[-0.5366,-0.3083,-0.7966,-0.6311,-0.866 ]
3441,[0.,0.,0.,0.],[0.2817,0.5498,0.1854,0.2706,1.0245]
3443,[0.,0.,0.,0.],[ 1.943 ,-0.9664, 1.5939,-0.0137,-0.0692]
3445,[0.,0.,0.,0.],[-0.6824,-1.1345, 1.4685, 0.0109,-0.7119]
3454,[0.,0.,0.,0.],[1.1091,0.9263,0.506 ,0.8948,0.8302]
3456,[0.,0.,0.,0.],[ 0.3827, 2.0946,-0.814 , 0.4599, 0.4411]
3458,[0.,0.,0.,0.],[ 0.5621, 0.7383,-1.1366,-0.2602,-0.2606]
3461,[0.,0.,0.,0.],[-0.0777, 0.3964,-0.1585,-0.4747, 0.0099]
3463,[0.,0.,0.,0.],[0.9985,0.279 ,0.6693,0.48  ,1.058 ]
3465,[0.,0.,0.,0.],[-0.0181, 0.0356, 2.7412, 0.2112, 0.6977]
3467,[0.,0.,0.,0.],[-0.3086,-0.7667,-0.4151,-0.2303,-0.0603]
3474,[0.,0.,0.,0.],[0.4991,0.2215,0.4866,0.1498,0.0416]
3476,[0.,0.,0.,0.],[0.6766,1.679 ,0.1505,1.0883,0.4284]
3478,[0.,0.,0.,0.],[-0.3777, 2.1685,-0.7347, 0.1925,-0.4683]
3479,[0.,0.,0.,0.],[-0.5066, 0.4228,-1.0361,-0.3985, 0.3077]
3483,[0.,0.,0.,0.],[0.4223,0.4711,0.041 ,0.2801,0.3264]
3485,[0.,0.,0.,0.],[ 0.7273,-0.0047, 1.2097, 1.2717, 0.8052]
3487,[0.,0.,0.,0.],[ 0.7403,-0.4352, 2.4101,-0.009 , 0.583 ]
3489,[0.,0.,0.,0.],[-0.3044,-1.5991, 1.4368, 0.3398,-0.7676]
3497,[0.,0.,0.,0.],[ 0.1503,-0.3501, 0.2056, 0.0037, 0.0196]
3498,[0.,0.,0.,0.],[ 0.1034, 0.1472,-0.3034, 0.196 ,-0.0427]
3499,[0.,0.,0.,0.],[-5.379 ,-4.7457,-6.2651,-4.4918,-6.7313]
3500,[0.,0.,0.,0.],[ 1.1769, 0.7978, 3.2979,-0.328 , 1.514 ]
3501,[0.,0.,0.,0.],[ 0.218 ,-0.5141, 0.917 ,-0.7973,-0.1882]
3502,[0.,0.,0.,0.],[-0.5025, 0.5108,-0.6048,-0.373 ,-0.3122]
3510,[0.,0.,0.,0.],[ 0.055 ,-0.4355, 1.8587,-0.4089, 1.0441]
3512,[0.,0.,0.,0.],[ 1.4602, 2.3865, 0.134 ,-0.0056, 0.8965]
3514,[0.,0.,0.,0.],[-0.9199, 0.6331,-0.5986,-0.5998,-0.0109]
3520,[0.,0.,0.,0.],[ 0.1591, 0.8578,-0.4873, 0.0091, 0.1083]
3521,[0.,0.,0.,0.],[ 0.5491, 0.1162, 2.2397,-0.2778, 1.3784]
3532,[0.,0.,0.,0.],[1.0846,0.681 ,0.6932,0.0383,0.0527]
3534,[0.,0.,0.,0.],[-0.0301, 2.5375,-0.0678, 0.3964, 0.6049]
3536,[0.,0.,0.,0.],[-0.3623, 0.2831,-1.243 ,-0.0491,-0.5311]
3541,[0.,0.,0.,0.],[0.448 ,0.7709,0.6074,0.4232,0.1949]
3543,[0.,0.,0.,0.],[ 0.0941,-0.5406, 1.6448, 1.4379, 0.6557]
3545,[0.,0.,0.,0.],[-0.8709,-0.9762, 1.1223,-0.7651,-0.209 ]
3552,[0.,0.,0.,0.],[-0.1968, 0.1378, 0.3161, 0.3529,-0.1473]
3554,[0.,0.,0.,0.],[0.3891,0.7097,0.5491,1.157 ,0.9356]
3556,[0.,0.,0.,0.],[ 0.5287, 1.1787,-0.4257, 1.4136,-0.2714]
3558,[0.,0.,0.,0.],[-0.7997, 0.537 ,-1.0275, 0.4226,-0.3537]
3561,[0.,0.,0.,0.],[ 0.3338, 0.3229,-0.1431, 0.1313, 0.0826]
3563,[0.,0.,0.,0.],[0.645 ,0.6982,1.8032,0.6084,0.8301]
3565,[0.,0.,0.,0.],[ 3.2349,-0.9365, 0.8481, 0.5649, 0.3106]
3567,[0.,0.,0.,0.],[-0.4958,-1.1667, 1.0955,-0.6965,-0.6773]
3578,[0.,0.,0.,0.],[ 0.7171, 0.6269,-0.7132, 0.3122,-0.5794]
3579,[0.,0.,0.,0.],[-0.8335, 0.0085,-0.8077, 0.6656,-0.9496]
3581,[0.,0.,0.,0.],[0.0277,0.1917,0.0196,0.0697,0.0226]
3583,[0.,0.,0.,0.],[0.2047,0.2044,0.2747,0.2918,0.3068]
3585,[0.,0.,0.,0.],[0.3149,0.0606,0.8881,1.0437,0.3558]
3587,[0.,0.,0.,0.],[-0.2073,-1.1653, 2.3306, 1.294 , 0.2517]
3589,[0.,0.,0.,0.],[ 0.6298,-1.2941,-0.1235, 0.6121,-0.2917]
3597,[0.,0.,0.,0.],[-0.0236,-0.479 , 0.6297,-0.071 ,-0.4439]
3599,[0.,0.,0.,0.],[-4.8368,-5.0338,-5.4283,-4.3625,-6.4044]
3600,[0.,0.,0.,0.],[3.0122,1.3983,0.8989,0.2117,0.5344]
3602,[0.,0.,0.,0.],[-0.4275, 0.5633,-0.5563, 0.0097, 0.0134]
3610,[0.,0.,0.,0.],[ 0.1019, 0.0257, 0.5618, 0.0561,-0.1924]
3612,[0.,0.,0.,0.],[ 1.2906, 1.6955,-0.2885, 0.3772, 0.5719]
3614,[0.,0.,0.,0.],[ 0.2702, 0.7019,-0.5608,-0.2622,-0.0398]
3621,[0.,0.,0.,0.],[0.813 ,0.5245,1.2274,0.1917,1.7451]
3632,[0.,0.,0.,0.],[0.5607,0.2586,0.5888,0.3824,0.3504]
3636,[0.,0.,0.,0.],[-0.0159, 0.7365,-0.6814,-0.2634,-0.5726]
3643,[0.,0.,0.,0.],[ 0.3601,-0.1032, 1.4681, 0.4365, 0.3828]
3645,[0.,0.,0.,0.],[-0.7976,-0.962 , 1.094 ,-0.6596,-0.6757]
3656,[0.,0.,0.,0.],[ 0.2604, 1.9291,-0.1959,-0.3915,-0.1977]
3661,[0.,0.,0.,0.],[-0.0103, 0.2729, 0.3742,-0.005 , 0.1628]
3663,[0.,0.,0.,0.],[0.9092,0.6048,0.9524,1.2663,0.5668]
3665,[0.,0.,0.,0.],[ 0.22  ,-0.4759, 2.3358, 0.7438,-0.0059]
3667,[0.,0.,0.,0.],[ 0.0166,-1.0474, 0.3199,-0.4996,-0.4264]
3678,[0.,0.,0.,0.],[-0.6212, 0.5958,-0.6015, 1.8528,-0.7124]
3679,[0.,0.,0.,0.],[-0.5076,-0.2493,-0.7781, 0.7306,-0.722 ]
3687,[0.,0.,0.,0.],[ 0.0687,-0.9993, 1.1571, 0.6468,-0.4351]
3689,[0.,0.,0.,0.],[-0.3468,-1.1354, 0.4823, 0.4907,-0.5109]
3699,[0.,0.,0.,0.],[-5.2663,-4.8909,-4.2403,-4.1894,-6.0198]
3700,[0.,0.,0.,0.],[0.9907,0.8959,2.238 ,0.4697,1.1149]
3710,[0.,0.,0.,0.],[0.4831,0.0758,0.3817,0.1518,0.4829]
3712,[0.,0.,0.,0.],[1.0516,2.2692,0.0887,0.3212,0.1903]
3736,[0.,0.,0.,0.],[-0.6343,-0.82  ,-0.7123, 0.0873,-0.779 ]
3754,[0.,0.,0.,0.],[0.6264,0.3842,0.0276,0.4383,0.7126]
3756,[0.,0.,0.,0.],[ 0.6767, 0.9078,-0.9187, 0.6417, 0.1807]
3763,[0.,0.,0.,0.],[0.278 ,0.5124,0.5721,0.7359,0.5098]
3765,[0.,0.,0.,0.],[-0.0042,-0.3955,-0.1019, 0.8586, 0.0426]
3778,[0.,0.,0.,0.],[-0.482 , 0.106 ,-0.737 , 0.1859,-0.5043]
3779,[0.,0.,0.,0.],[-0.4211,-0.1084,-0.5863,-0.1144,-0.6804]
3789,[0.,0.,0.,0.],[-0.0334,-0.7255,-0.2084,-0.0177,-0.7018]
3799,[0.,0.,0.,0.],[-5.4632,-5.9085,-6.179 ,-4.8418,-6.9352]
3800,[0.,0.,0.,0.],[1.3438,2.9397,2.7192,0.3287,2.1745]
3802,[0.,0.,0.,0.],[ 0.0016, 1.5109,-0.4117,-0.4933, 0.0489]
3810,[0.,0.,0.,0.],[0.3747,0.1733,0.8922,0.2971,0.1036]
3820,[0.,0.,0.,0.],[0.7711,2.633 ,0.4522,0.3933,1.6549]
3821,[0.,0.,0.,0.],[0.2822,0.5395,5.8683,0.4307,1.2553]
3854,[0.,0.,0.,0.],[0.3685,0.5788,0.4601,0.3201,0.2269]
3856,[0.,0.,0.,0.],[ 0.052 , 0.3716,-0.0652,-0.195 ,-0.1972]
3899,[0.,0.,0.,0.],[-4.5542,-4.8818,-4.5467,-4.1838,-5.9325]
3900,[0.,0.,0.,0.],[ 1.1612, 1.53  ,23.5511, 1.5059, 0.3425]
3901,[0.,0.,0.,0.],[ 0.8049,-1.071 , 2.4994,18.3537,-0.8431]
3902,[0.,0.,0.,0.],[-0.6407,15.6049,-1.6639, 1.7884,-1.2599]
3910,[0.,0.,0.,0.],[ 1.5244, 1.7964, 3.0671,54.212 , 0.4116]
3912,[0.,0.,0.,0.],[7.8550e-02,7.7874e+01,7.5883e-02,9.0593e-01,9.6007e-01]
3920,[2650.7814, -49.1602,  35.6242,-178.386 ],[ 1.5272,61.4046, 0.5952, 0.9724, 0.6242]
3921,[3571.1493, -61.4136,  54.5087,-219.4755],[ 1.0964,-0.5367,36.3933, 2.3953, 0.4328]
3941,[0.,0.,0.,0.],[0.5825,0.4368,0.5943,0.6835,0.8032]
3943,[0.,0.,0.,0.],[-0.495 ,-0.6788, 1.5648, 0.711 , 0.2905]
4012,[0.,0.,0.,0.],[-0.658 ,-0.3908,-0.7224,-0.767 ,-0.1717]
4112,[0.,0.,0.,0.],[-0.2932, 0.3812,-0.5854,-0.8495, 0.0929]
4145,[0.,0.,0.,0.],[-0.9994,-1.199 ,-0.271 ,-0.1876,-0.7609]
4196,[0.,0.,0.,0.],[0.1048,0.1946,0.1578,0.0662,0.244 ]
4278,[0.,0.,0.,0.],[-0.1247, 2.8579,-0.9184,-0.3011, 0.696 ]
4279,[0.,0.,0.,0.],[-0.1491,-0.0784,-2.0664,-0.237 ,-1.5562]
4287,[0.,0.,0.,0.],[ 0.0903,-0.7902, 0.981 ,-0.2915, 0.4983]
4296,[0.,0.,0.,0.],[-0.0392, 0.2129, 0.096 , 0.2164, 0.1684]
4299,[0.,0.,0.,0.],[-1.5831,-2.049 ,-3.5948,-0.1651,-3.1313]
4300,[0.,0.,0.,0.],[ 0.397 , 0.2452, 0.2166,-0.8089, 0.5905]
4302,[0.,0.,0.,0.],[-0.3495, 0.4986,-1.0819,-0.6628,-0.0393]
4304,[0.,0.,0.,0.],[-0.6148,-0.4629,-0.861 ,-0.8205,-0.374 ]
4314,[0.,0.,0.,0.],[-0.8032,-0.0198,-0.4783,-1.1309,-0.2727]
4323,[0.,0.,0.,0.],[-0.1542,-0.9601,-0.1926,-1.0721, 0.2397]
4343,[0.,0.,0.,0.],[ 0.6792,-0.6975,-0.1111,-0.6423, 0.6845]
4345,[0.,0.,0.,0.],[-0.1156,-1.1829, 0.5474,-0.6244,-0.3421]
4363,[0.,0.,0.,0.],[ 0.3964,-0.0687, 0.3168, 0.1216, 0.2646]
4365,[0.,0.,0.,0.],[-0.3496,-0.9783, 0.9498, 0.5079,-0.013 ]
4374,[0.,0.,0.,0.],[0.091 ,0.0524,0.2911,0.1847,0.3561]
4376,[0.,0.,0.,0.],[ 1.1582, 1.6444,-0.6011, 0.636 , 1.7164]
4378,[0.,0.,0.,0.],[ 0.2672, 2.4437,-1.0082, 0.0753,-0.2337]
4379,[0.,0.,0.,0.],[-0.3985, 0.9072,-1.5932,-0.9869, 0.0578]
4385,[0.,0.,0.,0.],[ 0.3184,-0.3258, 0.8643, 0.0234, 0.601 ]
4387,[0.,0.,0.,0.],[ 0.1759,-0.776 , 2.0506, 0.1327, 0.8374]
4389,[0.,0.,0.,0.],[ 0.7918,-1.4924, 0.1845,-0.7005, 0.1155]
4399,[0.,0.,0.,0.],[-3.5915,-2.9919,-3.9246,-2.4688,-4.5962]
4400,[0.,0.,0.,0.],[ 0.0835, 0.2155, 0.363 ,-0.3611, 1.2973]
4402,[0.,0.,0.,0.],[-0.1876, 0.1642,-1.1893,-0.605 ,-0.149 ]
4414,[0.,0.,0.,0.],[-0.4676,-0.3569,-0.9832,-0.3852,-0.9791]
4445,[0.,0.,0.,0.],[-0.4849,-1.0057,-0.5066,-0.0353,-0.8378]
4463,[0.,0.,0.,0.],[ 0.3719,-0.0046,-0.0895, 0.3215, 0.3087]
4465,[0.,0.,0.,0.],[-0.0633,-0.9683, 0.8137,-0.3875, 0.166 ]
4467,[0.,0.,0.,0.],[-0.8001,-1.3447, 0.5751,-0.2512,-0.6357]
4476,[0.,0.,0.,0.],[ 0.8244, 1.0872,-0.0234, 0.3516, 0.6107]
4478,[0.,0.,0.,0.],[ 0.21  , 2.1294,-1.2689, 0.9599,-0.3354]
4479,[0.,0.,0.,0.],[ 0.2117, 1.0705,-1.7135, 0.9857,-0.8885]
4483,[0.,0.,0.,0.],[ 0.1136, 0.3284, 0.0181,-0.0362, 0.15  ]
4485,[0.,0.,0.,0.],[ 0.8238,-0.023 , 2.0487, 0.6667, 0.2545]
4487,[0.,0.,0.,0.],[ 0.1051,-0.7687, 2.0864, 0.1015, 0.1189]
4489,[0.,0.,0.,0.],[ 0.806 ,-1.4192, 1.524 ,-0.1908,-0.8291]
4499,[0.,0.,0.,0.],[-2.9616,-2.8759,-3.5607,-2.0086,-4.1843]
4502,[0.,0.,0.,0.],[-0.4092, 0.6409,-0.5969,-0.2939, 0.276 ]
4512,[0.,0.,0.,0.],[ 0.2674, 1.1743,-0.4269, 0.6517, 0.7973]
4538,[0.,0.,0.,0.],[-0.9486,-0.5549,-0.4996,-0.918 ,-0.607 ]
4563,[0.,0.,0.,0.],[0.4268,0.1394,0.9665,0.1156,0.3028]
4565,[0.,0.,0.,0.],[ 0.4662,-0.7447, 1.2572, 0.4406,-0.0113]
4567,[0.,0.,0.,0.],[-0.3076,-1.382 , 0.0061, 0.5538,-0.8887]
4578,[0.,0.,0.,0.],[ 0.4948, 0.9192,-0.1337,-0.1134,-0.5748]
4579,[0.,0.,0.,0.],[-1.056 , 0.4911,-0.9947,-0.2115,-1.4578]
4583,[0.,0.,0.,0.],[0.2504,0.2222,0.2136,0.1566,0.3038]
4585,[0.,0.,0.,0.],[0.6233,0.1153,1.4093,0.3253,0.2135]
4587,[0.,0.,0.,0.],[ 0.1324,-0.9216, 1.2472, 0.4134,-0.0592]
4589,[0.,0.,0.,0.],[-0.3749,-1.3487, 1.5863, 0.0106,-0.8938]
4599,[0.,0.,0.,0.],[-3.6867,-3.1542,-4.9963,-2.7967,-5.2574]
4612,[0.,0.,0.,0.],[ 0.1016, 1.8016,-0.3172, 0.0681, 0.6243]
4665,[0.,0.,0.,0.],[ 0.5088,-0.7046, 0.3523, 0.4871, 0.1112]
4667,[0.,0.,0.,0.],[-0.2863,-1.172 ,-0.3297,-0.9852,-0.9191]
4689,[0.,0.,0.,0.],[-4.8577e-01,-9.7434e-01, 7.0846e-02, 1.6659e-04,-7.9559e-01]
4699,[0.,0.,0.,0.],[-4.2155,-3.9413,-3.9665,-3.2772,-5.7698]
4710,[0.,0.,0.,0.],[-0.138 ,-0.0585, 0.2546,-0.2246, 0.2366]
4712,[0.,0.,0.,0.],[ 0.1255, 1.4713,-0.321 , 0.28  , 0.6945]
4720,[0.,0.,0.,0.],[ 0.2361, 0.6182,-0.0268,-0.2603, 0.3214]
4721,[0.,0.,0.,0.],[ 0.192 ,-0.3121, 1.2131,-0.2506, 1.1534]
4799,[0.,0.,0.,0.],[-3.2547,-3.7063,-3.1758,-3.2227,-4.8207]
4800,[0.,0.,0.,0.],[ 0.7471, 0.465 , 0.4665,-0.0284, 1.2336]
4801,[0.,0.,0.,0.],[-0.4623,-0.5342,-0.1207,-0.738 , 0.108 ]
4802,[0.,0.,0.,0.],[-0.4905, 0.8377,-0.5179,-0.0426, 0.1609]
4810,[0.,0.,0.,0.],[ 0.0997, 0.1906, 0.263 ,-0.0995, 0.3204]
4812,[0.,0.,0.,0.],[ 0.5943, 1.2846,-0.1767,-0.0493, 0.1825]
4820,[0.,0.,0.,0.],[ 0.04  , 1.1935,-0.4718, 0.0639, 0.2093]
4821,[0.,0.,0.,0.],[ 0.522 ,-0.2694, 2.8539,-0.2745, 0.3268]
4900,[0.,0.,0.,0.],[ 0.6494, 3.3556,85.1319, 1.0319, 0.4721]
4901,[998.6787, -9.8247, 12.5691,-36.5176],[ 0.4731,-1.1607,30.5322,-0.2252, 0.2335]
4902,[0.,0.,0.,0.],[ 0.2034,37.2395,-1.1095, 0.056 ,-0.5359]
4910,[0.,0.,0.,0.],[ 0.1316, 0.4516, 3.7651, 1.0071,38.0874]
4912,[0.,0.,0.,0.],[ 0.9579,45.8821,-0.5053, 0.6541, 0.5193]
4920,[3489.8173, -44.2876,  36.0598,-161.9377],[0.6531,6.9849,0.1647,0.2653,0.1004]
4921,[5438.6899, -65.362 ,  66.4172,-237.5388],[ 1.2341, 0.1145,14.6373, 0.8492,-0.3377]
4923,[0.,0.,0.,0.],[-0.6989,-1.7545, 0.0139,-0.4541,-0.5238]
4941,[0.,0.,0.,0.],[0.6887,0.295 ,0.8074,0.4251,0.2709]
4943,[0.,0.,0.,0.],[ 1.0878,-0.7201, 1.9331, 1.3381, 0.1071]
5145,[0.,0.,0.,0.],[-1.0772,-1.0991,-0.3411,-1.0571,-0.5501]
5245,[0.,0.,0.,0.],[-0.7593,-0.9511,-0.4863,-0.7087,-0.7509]
5278,[0.,0.,0.,0.],[-0.1426, 1.1027,-1.4439,-0.0907, 0.3799]
5279,[0.,0.,0.,0.],[-1.0206, 0.0438,-1.4671,-0.3678,-0.1643]
5296,[0.,0.,0.,0.],[ 0.0266, 0.1431,-0.0505,-0.0095, 0.2797]
5298,[0.,0.,0.,0.],[ 0.2997, 1.0528,-0.5676, 0.2986, 0.1627]
5341,[0.,0.,0.,0.],[-0.1481,-0.3089,-0.2025,-0.3816,-0.1795]
5343,[0.,0.,0.,0.],[-0.1338,-1.0646, 0.5642,-0.5391,-0.5326]
5345,[0.,0.,0.,0.],[-0.7759,-1.4519, 0.2336,-0.8879,-0.2945]
5387,[0.,0.,0.,0.],[-0.4147,-1.1343, 0.4582, 0.2689, 0.3688]
5445,[0.,0.,0.,0.],[-0.955 ,-1.3952,-0.0015,-0.9466,-0.3626]
5487,[0.,0.,0.,0.],[-0.229 ,-0.7424, 0.1284, 0.1801,-0.4393]
5499,[0.,0.,0.,0.],[ 0.8955, 2.4741,-2.5743, 1.6559,-2.2305]
5516,[0.,0.,0.,0.],[-0.6976,-0.8096,-0.8581,-0.5591,-1.0951]
5536,[0.,0.,0.,0.],[-0.6539, 0.1842,-1.2606,-0.5562,-0.7595]
5538,[0.,0.,0.,0.],[-0.5656,-0.7597,-0.5994,-0.8599,-0.9322]
5558,[0.,0.,0.,0.],[-0.4973,-0.044 ,-1.2681,-0.3231,-0.5572]
5559,[0.,0.,0.,0.],[-0.599 ,-1.0927,-0.7972,-0.6718,-0.7013]
5585,[0.,0.,0.,0.],[-0.1119,-0.2035, 0.9211, 0.7627, 0.1217]
5587,[0.,0.,0.,0.],[-0.1486,-0.9583, 1.3257, 0.2989,-0.2427]
5589,[0.,0.,0.,0.],[-0.3278,-1.3507, 1.576 ,-1.16  ,-0.2808]
5599,[0.,0.,0.,0.],[-1.5275,-1.4631,-2.8336,-1.2516,-3.254 ]
5636,[0.,0.,0.,0.],[-0.7758,-0.5887,-1.0618,-0.8738,-0.785 ]
5689,[0.,0.,0.,0.],[-0.9817,-0.9508, 0.4066,-0.4296,-1.1868]
5721,[0.,0.,0.,0.],[ 0.6   ,-0.4939, 1.2774,-0.443 , 0.4694]
5800,[0.,0.,0.,0.],[ 0.037 , 0.205 , 0.0074,-0.2441, 1.7756]
5802,[0.,0.,0.,0.],[-0.7198,-0.5666,-0.4764,-0.1182,-0.3236]
5810,[0.,0.,0.,0.],[ 0.1315,-0.3641, 0.5226,-0.4398, 0.5746]
5812,[0.,0.,0.,0.],[-0.0253, 1.108 ,-0.2924,-0.6789, 0.9126]
5820,[0.,0.,0.,0.],[ 0.0436, 0.3274,-0.0905,-0.6754, 0.1734]
5821,[0.,0.,0.,0.],[-0.0223,-0.5006, 0.4872,-0.1087, 1.0743]
5832,[0.,0.,0.,0.],[ 0.1657, 0.0895, 0.0435,-0.0258, 0.1709]
5900,[0.,0.,0.,0.],[ 1.1598e+00, 1.8464e+00, 3.5692e+00,-4.8803e-02, 2.6068e+02]
5901,[14404.1278,  -81.6659,  166.2412, -433.5211],[-2.4473,-4.0356,-2.4865,-3.4609,-1.5899]
5902,[0.,0.,0.,0.],[ 1.139 ,41.4858, 0.1081,-0.2821, 1.5714]
5910,[0.,0.,0.,0.],[ 0.5426, 0.8671,14.0825,-0.7271, 1.4672]
5911,[0.,0.,0.,0.],[-1.2217,-1.3521,-0.5707,-1.5473,-0.2255]
5912,[0.,0.,0.,0.],[-0.1392,13.6088,-1.1991, 0.6259, 2.8835]
5920,[0.,0.,0.,0.],[-0.7509, 0.6133,-0.5358,-0.8154,-0.1354]
5921,[0.,0.,0.,0.],[ 0.4021,-0.8959, 4.0369,-0.1422, 1.8864]
5923,[0.,0.,0.,0.],[-0.7831,-1.5754, 0.7223,-0.5072,-1.3093]
5930,[0.,0.,0.,0.],[-0.4605,-0.6525,-0.5891,-0.9063,-0.3832]
5932,[0.,0.,0.,0.],[-0.0232, 1.1752,-0.029 , 0.1673, 0.0354]
5941,[0.,0.,0.,0.],[0.3901,0.3284,0.3492,0.2239,0.4258]
5943,[0.,0.,0.,0.],[ 1.9393,-1.2507, 1.7268,-0.2229,-0.1403]
6245,[0.,0.,0.,0.],[-0.6026,-1.0989,-0.2265,-0.8623,-0.5445]
6299,[0.,0.,0.,0.],[-0.7978, 0.2   ,-2.0083, 1.2205,-1.3082]
6399,[0.,0.,0.,0.],[-0.4715,-0.9784,-2.9468,-0.3612,-2.5688]
6499,[0.,0.,0.,0.],[-2.5807,-2.4958,-2.9783,-1.8414,-3.3235]
6536,[0.,0.,0.,0.],[-0.4834,-0.8004,-0.8877,-0.5587,-0.3395]
6558,[0.,0.,0.,0.],[-0.5032,-0.6471,-0.8653,-0.6646,-0.7008]
6610,[0.,0.,0.,0.],[-0.3   ,-0.5315,-0.2175,-0.512 , 0.096 ]
6659,[0.,0.,0.,0.],[-1.1692,-0.7362,-1.0069,-0.7463,-0.8532]
6700,[0.,0.,0.,0.],[ 0.2038,-0.0493, 0.8202,-1.3175, 3.384 ]
6701,[0.,0.,0.,0.],[-1.0307,-1.7645,-0.6125,-1.6493,-0.0241]
6702,[0.,0.,0.,0.],[-0.7017, 0.458 ,-1.5414,-1.9217,-0.0661]
